ICAO,IATA,Name,City,Country,Altitude,Latitude,Longitude
MMOX,OAX,XOXOCOTLAN INTERNATIONAL,OAXACA,MEXICO,1528,17,-96.726
EDMO,OBF,OBERPFAFFENHOFEN,OBERPFAFFENHOFEN,GERMANY,594,48.081,11.283
RJCB,OBO,OBIHIRO,OBIHIRO,JAPAN,154,42.733,143.217
LFHO,OBS,VALS LANAS,AUBENAS-VALS-LANAS,FRANCE,282,44.544,4.372
SECO,OCC,FRANCISCO DE ORELLANA,COCA,ECUADOR,250,-0.463,-76.986
MKBS,OCJ,BOSCOBEL,OCHO RIOS,JAMAICA,28,18.404,-76.969
SKOC,OCV,AGUAS CLARAS,OCANA,COLOMBIA,1174,8.315,-73.358
LEBA,ODB,CORDOBA,CORDOBA,SPAIN,91,37.842,-4.849
EKOD,ODE,ODENSE,ODENSE,DENMARK,18,55.476,10.329
EGVO,ODH,ODIHAM,ODIHAM,UK,124,51.234,-0.943
WBGI,ODN,N/A,LONG SERIDAN,INDONESIA,0,0,0
UKOO,ODS,ODESA,ODESSA,RUSSIA,53,46.427,30.678
VLOS,ODY,N/A,OUDOMXAY,LAOS,0,0,0
ESNO,OER,ORNSKOLDSVIK,ORNSKOLDSVIK,SWEDEN,108,63.408,18.99
SAVO,OES,N/A,SAN ANTONIO OESTE,ARGENTINA,0,0,0
KOFF,OFF,OFFUTT AFB,OMAHA,USA,321,41.118,-95.913
DIOF,OFI,N/A,OUANGO FITINI,IVORY COAST,0,0,0
KOGD,OGD,Ogden-Hinckley Airport,OGDEN,USA,N/A,N/A,N/A
PHOG,OGG,KAHULUI,KAHULUI,USA,17,20.899,-156.431
ROYN,OGN,YONAGUNI,YONAGUNI JIMA,JAPAN,22,24.467,122.978
DIAU,OGO,N/A,ABENGOUROU,IVORY COAST,0,0,0
FTTB,OGR,N/A,BONGOR,CHAD,0,0,0
KOGS,OGS,OGDENSBURG INTERNATIONAL,OGDENSBURG,USA,91,44.682,-75.466
DAUU,OGX,OUARGLA,OUARGLA,ALGERIA,150,31.917,5.413
LWOH,OHD,OHRID,OHRID,FORMER MACEDONIA,706,41.18,20.742
FAOS,OHI,N/A,OSHAKATI,NAMIBIA,0,0,0
EDXY,OHR,N/A,WYK,GERMANY,0,0,0
OPKT,OHT,N/A,KOHAT,PAKISTAN,0,0,0
RJTO,OIM,OSHIMA,OSHIMA,JAPAN,40,34.784,139.361
RJEO,OIR,N/A,OKUSHIRI,JAPAN,0,0,0
RJFO,OIT,OITA,OITA,JAPAN,6,33.479,131.737
ROAH,OKA,NAHA,NAHA,JAPAN,4,26.196,127.646
KOKC,OKC,WILL ROGERS WORLD,OKLAHOMA CITY,USA,395,35.393,-97.601
FAOO,OKF,N/A,OKAUKUEJO,NAMIBIA,0,0,0
RJNO,OKI,OKI,OKI ISLAND,JAPAN,95,36.181,133.325
RJOB,OKJ,OKAYAMA,OKAYAMA,JAPAN,246,34.757,133.856
WAJO,OKL,N/A,OKSIBIL,INDONESIA,0,0,0
FOGQ,OKN,OKONDJA,OKONDJA,GABON,404,-0.665,13.673
RJTY,OKO,YOKOTA AB,YOKOTA,JAPAN,142,35.748,139.348
WAKO,OKQ,N/A,OKABA,INDONESIA,0,0,0
ENOL,OLA,ORLAND,ORLAND,NORWAY,9,63.699,9.604
LIEO,OLB,OLBIA COSTA SMERALDA,OLBIA,ITALY,12,40.899,9.518
POLI,OLI,OLIKTOK LRRS,OLIKTOK POINT,USA,5,70.499,-149.879
KOLS,OLS,NOGALES INTERNATIONAL,NOGALES,USA,1206,31.418,-110.848
KOMA,OMA,EPPLEY AFLD,OMAHA,USA,300,41.302,-95.894
FOOH,OMB,OMBOUE HOPITAL,OMBOUE HOSPIAL,GABON,11,-1.575,9.263
FAOG,OMD,N/A,ORANJEMUND,NAMIBIA,0,0,0
PAOM,OME,NOME,NOME,USA,12,64.512,-165.445
OJMF,OMF,KING HUSSEIN,MAFRAQ,JORDAN,683,32.356,36.259
OIRT,OMH,N/A,UROMIYEH,IRAN,0,0,0
LQMO,OMO,MOSTAR,MOSTAR,BOSNIA-HERCEGOVINA,48,43.283,17.846
LROD,OMR,ORADEA,ORADEA,ROMANIA,142,47.025,21.902
UNOO,OMS,TSENTRALNY,OMSK,RUSSIA,96,54.967,73.31
FAOA,OND,N/A,ONDANGWA,NAMIBIA,0,0,0
WABD,ONI,N/A,MOANAMANI,INDONESIA,0,0,0
KONT,ONT,ONTARIO INTERNATIONAL,ONTARIO,USA,288,34.056,-117.601
MUCO,ONX,N/A,COLON,CUBA,0,0,0
YBCG,OOL,GOLD COAST COOLANGATTA,COOLANGATTA,AUSTRALIA,7,-28.164,153.505
NGON,OOT,N/A,ONOTOA,KIRIBATI,0,0,0
BIKP,OPA,KOPASKER,KOPASKER,ICELAND,7,66.314,-16.461
KOPF,OPF,OPA LOCKA,MIAMI,USA,3,25.907,-80.278
LPPR,OPO,PORTO,PORTO,ACORES,70,41.248,-8.681
SASO,ORA,ORAN,ORAN,ARGENTINA,357,-23.153,-64.329
ESOE,ORB,OREBRO,OREBRO,SWEDEN,58,59.224,15.038
KORD,ORD,CHICAGO OHARE INTERNATIONAL,CHICAGO,USA,204,41.979,-87.904
LFOJ,ORE,BRICY,ORLEANS,FRANCE,126,47.988,1.761
KORF,ORF,NORFOLK INTERNATIONAL,NORFOLK,USA,8,36.894,-76.201
SMZO,ORG,ZORG EN HOOP,PARAMARIBO,SURINAM,4,5.811,-55.191
KORH,ORH,Worcester Regional Airport,WORCESTER,USA,N/A,N/A,N/A
EICK,ORK,CORK,CORK,IRELAND,154,51.843,-8.492
KORL,ORL,EXECUTIVE,ORLANDO,USA,35,28.545,-81.333
DAOO,ORN,ES SENIA,ORAN,ALGERIA,90,35.624,-0.621
FBOR,ORP,ORAPA,ORAPA,BOTSWANA,945,-21.266,25.32
PAOR,ORT,NORTHWAY,NORTHWAY,USA,524,62.961,-141.929
OPOR,ORW,ORMARA,ORMARA,PAKISTAN,19,25.273,64.588
LFPO,ORY,ORLY,PARIS,FRANCE,89,48.725,2.359
ESPC,OSD,FROSON,OSTERSUND,SWEDEN,376,63.194,14.502
LDOS,OSI,OSIJEK,OSIJEK,CROATIA,89,45.463,18.811
ESMO,OSK,OSKARSHAMN,OSKARSHAMN,SWEDEN,30,57.35,16.498
ENGM,OSL,OSLO GARDERMOEN,OSLO,NORWAY,208,60.194,11.1
RKSO,OSN,OSAN AB,OSAN,KOREA,13,37.091,127.029
EPSK,OSP,REDZIKOWO,SLUPSK,POLAND,67,54.479,17.108
LKMT,OSR,MOSNOV,OSTRAVA,CZECH REPUBLIC,258,49.696,18.111
UAFO,OSS,OSH,OSH,RUSSIA,893,40.609,72.793
EBOS,OST,OOSTENDE,OSTEND,BELGIUM,4,51.199,2.862
ENNM,OSY,N/A,NAMSOS,NORWAY,0,0,0
HAMO,OTA,N/A,MOTA,ETHIOPIA,0,0,0
FTTL,OTC,N/A,BOL,CHAD,0,0,0
KOTH,OTH,Southwest Oregon Regional Airport (was North Bend Municipal),NORTH BEND,USA,N/A,N/A,N/A
WAMR,OTI,N/A,MOROTAI ISLAND,INDONESIA,0,0,0
GQNB,OTL,N/A,BOUTILIMIT,MAURITANIA,0,0,0
LROP,OTP,OTOPENI,BUCHAREST,ROMANIA,96,44.574,26.103
MRCC,OTR,COTO 47,COTO 47,COSTA RICA,8,8.601,-82.97
SKOT,OTU,OTU,OTU,COLOMBIA,610,7.01,-74.715
PAOT,OTZ,RALPH WIEN MEM,KOTZEBUE,USA,4,66.884,-162.598
DFFD,OUA,OUAGADOUGOU,OUAGADOUGOU,BURKINA FASO,317,12.353,-1.512
GMFO,OUD,ANGADS,OUJDA,MOROCCO,468,34.787,-1.924
FCOU,OUE,OUESSO,OUESSO,CONGO,353,1.616,16.038
DFCC,OUG,N/A,OUAHIGOUYA,BURKINA FASO,0,0,0
EFOU,OUL,OULU,OULU,FINLAND,15,64.93,25.354
FKKI,OUR,BATOURI,BATOURI,CAMEROON,656,4.473,14.364
SBOU,OUS,N/A,OURINHOS,BRAZIL,0,0,0
FTTS,OUT,N/A,BOUSSO,CHAD,0,0,0
GQPZ,OUZ,N/A,ZOUERATT,MAURITANIA,0,0,0
FMSL,OVA,N/A,BEKILY,MADAGASCAR,0,0,0
UNNN,OVB,N/A,NOVOSIBIRSK,RUSSIA,0,0,0
LEAS,OVD,ASTURIAS,AVILES,SPAIN,127,43.563,-6.034
KOWB,OWB,Owensboro–Daviess County Regional Airport,OWENSBORO,USA,N/A,N/A,N/A
EGTK,OXF,KIDLINGTON,OXFORD,ENGLAND,83,51.837,-1.32
FOGO,OYE,OYEM,OYEM,GABON,658,1.541,11.581
HKMY,OYL,MOYALE LOWER,MOYALE LOWER,KENYA,851,3.47,39.101
LEMO,OZP,MORON AB,SEVILLA,SPAIN,87,37.175,-5.616
GMMZ,OZZ,OUARZAZATE,OUARZAZATE,MOROCCO,1154,30.939,-6.909
VABI,PAB,BILASPUR,BILASPUR,INDIA,275,21.989,82.111
MPMG,PAC,MARCOS A GELABERT INTERNATIONAL,PANAMA,PANAMA,10,8.973,-79.556
EDLP,PAD,PADERBORN LIPPSTADT,PADERBORN,GERMANY,214,51.614,8.616
KPAE,PAE,SNOHOMISH CO,EVERETT,USA,185,47.906,-122.281
KPAH,PAH,Barkley Regional Airport,PADUCAH,USA,N/A,N/A,N/A
KPAM,PAM,TYNDALL AFB,PANAMA CITY,USA,6,30.07,-85.576
VTSK,PAN,PATTANI,PATTANI,THAILAND,3,6.785,101.153
MTPP,PAP,PORT AU PRINCE INTERNATIONAL,PORT-AU-PRINCE,HAITI,37,18.58,-72.293
PAAQ,PAQ,PALMER MUNI,PALMER,USA,76,61.595,-149.089
LGPA,PAS,N/A,PAROS,GREECE,0,0,0
VEPT,PAT,PATNA,PATINA,INDIA,52,25.591,85.088
SBUF,PAV,PAULO AFONSO,PAULO ALFONSO,BRAZIL,270,-9.401,-38.251
WBKP,PAY,N/A,PAMOL,MALAYSIA,0,0,0
MMPA,PAZ,TAJIN,POZA RICO,MEXICO,139,20.603,-97.461
MMPB,PBC,HERMANOS SERDAN INTERNATIONAL,PUEBLA,MEXICO,2250,19.158,-98.371
VAPR,PBD,PORBANDAR,PORBANDAR,INDIA,6,21.649,69.656
KPBF,PBF,GRIDER FLD,PINE BLUFF,USA,63,34.175,-91.934
KPBG,PBG,PLATTSBURGH INTERNATIONAL,PLATTSBURGH,USA,72,44.651,-73.468
VQPR,PBH,PARO,PARO,BHUTAN,2236,27.403,89.426
KPBI,PBI,PALM BEACH INTERNATIONAL,WEST PALM BEACH,USA,6,26.683,-80.096
SVPC,PBL,GENERAL BARTOLOME SALOM INTERNATIONAL,PUERTO CABELLO,VENEZUELA,10,10.48,-68.073
SMJP,PBM,JOHAN A PENGEL INTERNATIONAL,ZANDERY,SURINAM,18,5.453,-55.188
FNPA,PBN,PORTO AMBOIM,PORTO AMBOIM,ANGOLA,5,-10.722,13.765
YPPB,PBO,N/A,PARABURDOO,AUSTRALIA,0,0,0
VYPT,PBU,PUTAO,PUTAO,MYANMAR,458,27.33,97.426
MMPC,PCA,INGENIERO JUAN GUILLERMO VILLASANA,PACHUCA,MEXICO,2317,20.077,-98.782
WIIP,PCB,PONDOK CABE,JAKARTA,INDONESIA,61,-6.337,106.764
SPCL,PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,157,-8.378,-74.574
NZOK,PCN,N/A,PICTON,NEW ZEALAND,0,0,0
FPPR,PCP,PRINCIPE,PRINCIPE,SAO TOME & PRINCIPE,181,1.663,7.412
SKPC,PCR,PUERTO CARRENO,PUERTO CARRENO,COLOMBIA,50,6.184,-67.493
WIMG,PDG,TABING,PADANG,INDONESIA,3,-0.876,100.352
LPPD,PDL,PONTA DELGADA,PONTA DELGADA,ACORES,79,37.741,-25.698
SUPE,PDP,EL JAGUEL INTERNATIONAL,PUNTA DEL ESTE,URUGUAY,21,-34.914,-54.921
MMPG,PDS,PIEDRAS NEGRAS INTERNATIONAL,PIEDRAS NEGRAS,MEXICO,274,28.627,-100.535
SUPU,PDU,TYDEO LARRE BORGES INTERNATIONAL,PAYSANDU,URUGUAY,54,-32.365,-58.061
LBPD,PDV,PLOVDIV,PLOVDIV,BULGARIA,182,42.068,24.851
KPDX,PDX,PORTLAND INTERNATIONAL,PORTLAND,USA,10,45.589,-122.597
LKPD,PED,PARDUBICE,PARDUBICE,CZECH REPUBLIC,226,50.013,15.739
USPP,PEE,BOLSHOYE SAVINO,PERM,RUSSIA,124,57.917,56.026
LIRZ,PEG,PERUGIA,PERUGIA,ITALY,212,43.096,12.513
SKPE,PEI,MATECANA,PEREIRA,COLOMBIA,1346,4.813,-75.739
ZBAA,PEK,CAPITAL,BEIJING,CHINA,36,40.08,116.584
SPTU,PEM,PADRE ALDAMIZ,PUERTO MALDONADO,PERU,201,-12.614,-69.229
WMKP,PEN,PENANG INTERNATIONAL,PENANG,MALAYSIA,4,5.297,100.277
YPPH,PER,PERTH INTERNATIONAL,PERTH,AUSTRALIA,21,-31.94,115.967
SBPK,PET,PELOTAS,PELOTAS,BRAZIL,18,-31.718,-52.328
MHPL,PEU,PUERTO LEMPIRA,PUERTO LEMPIRA,HONDURAS,8,15.261,-83.781
OPPS,PEW,PESHAWAR,PESHAWAR,PAKISTAN,370,33.994,71.514
UWPP,PEZ,PLEASANTON MUNI,PENZA,RUSSIA,132,28.954,-98.52
SBPF,PFB,LAURO KURTZ,PASSO FUNDO,BRAZIL,725,-28.244,-52.326
BIPA,PFJ,PATREKSFJORDUR,PATREKSFJORDUR,ICELAND,4,65.556,-23.965
LCPH,PFO,PAPHOS INTERNATIONAL,PAPHOS,CYPRUS,13,34.718,32.486
KPGA,PGA,Page Municipal Airport,PAGE,USA,N/A,N/A,N/A
KPGD,PGD,Punta Gorda Airport,PUNTA GORDA,USA,N/A,N/A,N/A
LFMP,PGF,RIVESALTES,PERPIGNAN,FRANCE,44,42.74,2.871
VIPT,PGH,PANTNAGAR,NAINITAL,INDIA,233,29.033,79.474
FNCH,PGI,CHITATO,CHITATO,ANGOLA,762,-7.357,20.804
WIKK,PGK,DEPATI AMIR,PANGKAL PINANG,INDONESIA,33,-2.163,106.139
KPGV,PGV,Pitt–Greenville Airport,GREENVILLE,USA,N/A,N/A,N/A
LFBX,PGX,BASSILLAC,PERIGUEUX,FRANCE,100,45.198,0.816
DNPO,PHC,PORT HARCOURT INTERNATIONAL,PORT HARTCOURT,NIGERIA,25,5.015,6.949
YPPD,PHE,PORT HEDLAND INTERNATIONAL,PORT HEDLAND,AUSTRALIA,11,-20.378,118.626
KPHF,PHF,NEWPORT NEWS WILLIAMSBURG INTERNATIONAL,NEWPORT NEWS,USA,14,37.132,-76.493
KPHL,PHL,PHILADELPHIA INTERNATIONAL,PHILADELPHIA,USA,12,39.872,-75.241
KPHN,PHN,ST CLAIR CO INTERNATIONAL,PORT HURON,USA,199,42.911,-82.529
VTPP,PHS,PHITSANULOK,PHITSANULOK,THAILAND,45,16.783,100.279
FAPH,PHW,PHALABORWA,PHALABORWA,SOUTH AFRICA,437,-23.937,31.155
KPHX,PHX,PHOENIX SKY HARBOR INTERNATIONAL,PHOENIX,USA,346,33.434,-112.008
KPIA,PIA,General Downing-Peoria International Airport,PEORIA,USA,N/A,N/A,N/A
KPIB,PIB,Hattiesburg–Laurel Regional Airport,HATTIESBURG / LAUREL,USA,N/A,N/A,N/A
KPIE,PIE,ST PETERSBURG CLEARWATER INTERNATIONAL,ST. PETERSBURG,USA,4,27.911,-82.687
RCDC,PIF,PINGTUNG SOUTH,PINGTUNG,TAIWAN,24,22.672,120.462
KPIH,PIH,Pocatello Regional Airport,POCATELLO,USA,N/A,N/A,N/A
EGPK,PIK,PRESTWICK,PRESTWICK,UK,20,55.508,-4.587
SPSO,PIO,PISCO,PISCO,PERU,12,-13.745,-76.22
KPIR,PIR,Pierre Regional Airport,PIERRE,USA,N/A,N/A,N/A
LFBI,PIS,BIARD,POITIERS,FRANCE,129,46.588,0.307
KPIT,PIT,PITTSBURGH INTERNATIONAL,PITTSBURGH (PENNSYLVA),USA,367,40.491,-80.233
SPUR,PIU,CAPITAN CONCHA,PIURA,PERU,54,-5.206,-80.616
LPPI,PIX,PICO,PICO,ACORES,34,38.554,-28.44
PPIZ,PIZ,POINT LAY LRRS,POINT LAY,USA,8,69.733,-163.005
OPPG,PJG,PANJGUR,PANJGUR,PAKISTAN,1003,26.954,64.132
UHPP,PKC,YELIZOVO,PETROPAVLOVSK,RUSSIA,40,53.166,158.453
WRBI,PKN,ISKANDAR,PANGKALAN BUN,INDONESIA,23,-2.705,111.673
DBBP,PKO,PARAKOU,PARAKOU,BENIN,386,9.357,2.609
NTGP,PKP,PUKA PUKA,PUKA PUKA,FRENCH POLYNESIA,2,-14.809,-138.813
VNPK,PKR,POKHARA,POKHARA,NEPAL,827,28.2,83.981
WIBB,PKU,SULTAN SYARIF KASIM II,PEKANBARU,INDONESIA,32,0.461,101.444
FBSP,PKW,SELEBI PHIKWE,SELEBI-PHIKWE,BOTSWANA,892,-22.058,27.829
WRBP,PKY,TJILIK RIWUT,PALANGKARAYA,INDONESIA,25,-2.225,113.943
VLPS,PKZ,PAKSE,PAKSE,LAOS,107,15.132,105.781
FTTP,PLF,PALA,PALA,CHAD,467,9.379,14.926
EGHD,PLH,PLYMOUTH,PLYMOUTH,ENGLAND,148,50.423,-4.106
WIPP,PLM,SULTAN MAHMUD BADARUDDIN II,PALEMBANG,INDONESIA,12,-2.898,104.701
KPLN,PLN,Pellston Regional/Emmet County Airport,PELLSTON,USA,N/A,N/A,N/A
MBPV,PLS,PROVIDENCIALES,PROVIDENCIALES,TURKS & CAICOS I.,5,21.774,-72.266
SBBH,PLU,PAMPULHA,BELO HORIZONTE,BRAZIL,790,-19.852,-43.95
WAML,PLW,MUTIARA,PALU,INDONESIA,87,-0.918,119.909
UASS,PLX,SEMIPALATINSK,SEMIPLATINSK,RUSSIA,232,50.351,80.234
FAPE,PLZ,PORT ELIZABETH,PORT ELIZABETH,SOUTH AFRICA,69,-33.985,25.617
HTPE,PMA,PEMBA,PEMBA,TANZANIA,25,-5.257,39.811
SCTE,PMC,EL TEPUAL INTERNATIONAL,PUERTO MONTT,CHILE,90,-41.439,-73.094
KPMD,PMD,PALMDALE PROD FLT TEST INSTL AF PLT 42,PALMDALE,USA,776,34.629,-118.084
LIMP,PMF,PARMA,PARMA,ITALY,50,44.824,10.296
SBPP,PMG,PONTA PORA,PONTA PORA,BRAZIL,658,-22.549,-55.703
LEPA,PMI,PALMA DE MALLORCA,PALMA DE MALLORCA,SPAIN,3,39.55,2.733
PAPM,PML,PLATINUM,PORT MOLLER,USA,5,59.011,-161.819
LICJ,PMO,PALERMO,PALERMO,ITALY,20,38.176,13.091
SAWP,PMQ,N/A,PERITO MORENO,ARGENTINA,0,0,0
NZPM,PMR,PALMERSTON NORTH,PALMERSTON NORTH,NEW ZEALAND,47,-40.321,175.617
OSPR,PMS,PALMYRA,PALMYRA,SYRIA,403,34.557,38.317
SVMG,PMV,DEL CARIBE INTERNATIONAL GEN SANTAGO MARINO,PORLAMAR,VENEZUELA,23,10.912,-63.966
SAVY,PMY,EL TEHUELCHE,PUERTO MADRYN,ARGENTINA,136,-42.759,-65.102
MRPM,PMZ,PALMAR SUR,PALMAR SUR,COSTA RICA,15,8.951,-83.468
LEPP,PNA,PAMPLONA,PAMPLONA,SPAIN,459,42.77,-1.646
SBPN,PNB,PORTO NACIONAL,PORTO NACIONAL,BRAZIL,266,-10.719,-48.4
KPNC,PNC,PONCA CITY MUNI,PONCA CITY,USA,307,36.731,-97.1
KPNE,PNE,NORTHEAST PHILADELPHIA,PHILADELPHIA,USA,37,40.082,-75.011
VDPP,PNH,POCHENTONG INTERNATIONAL,PHNOM-PENH,CAMBODIA,13,11.546,104.844
PTPN,PNI,POHNPEI INTERNATIONAL,POHNPEI,MICRONESIA,4,6.985,158.209
WIOO,PNK,SUPADIO,PONTIANAK,INDONESIA,4,-0.151,109.404
LICG,PNL,PANTELLERIA,PANTELLERIA,ITALY,194,36.816,11.969
KPNM,PNM,PRINCETON MUNI,PRINCETON,USA,299,45.56,-93.608
VAPO,PNQ,PUNE,PUNE,INDIA,592,18.582,73.919
FCPP,PNR,POINTE NOIRE,POINTE-NOIRE,CONGO,17,-4.813,11.886
KPNS,PNS,PENSACOLA RGNL,PENSACOLA,USA,37,30.473,-87.187
SBPL,PNZ,PETROLINA,PETROLINA,BRAZIL,385,-9.364,-40.564
SBPA,POA,SALGADO FILHO,PORTO ALEGRE,BRAZIL,4,-29.994,-51.171
KPOB,POB,POPE AFB,FAYETTEVILLE,USA,67,35.171,-79.014
GOSP,POD,N/A,PODOR,SENEGAL,0,0,0
KPOE,POE,POLK AAF,FORT POLK,USA,101,31.045,-93.191
FOOG,POG,PORT GENTIL,PORT GENTIL,GABON,4,-0.712,8.754
SLPO,POI,CAPITAN NICOLAS ROJAS,POTOSI,BOLIVIA,3936,-19.543,-65.724
FQPB,POL,PEMBA,PEMBA,MOZAMBIQUE,101,-12.987,40.522
AYPY,POM,PORT MORESBY JACKSONS INTERNATIONAL,PORT MORESBY,PAPUA NEW GUINEA,45,-9.443,147.22
SBPC,POO,POCOS DE CALDAS,POCOS DE CALDAS,BRAZIL,1261,-21.843,-46.568
MDPP,POP,GREGORIO LUPERON INTERNATIONAL,PUERTO PLATA,DOMINICAN REPUBLIC,5,19.757,-70.57
EFPO,POR,PORI,PORI,FINLAND,14,61.462,21.8
TTPP,POS,PIARCO,PORT-OF-SPAIN,TRINIDAD & TOBAGO,18,10.595,-61.337
MKKJ,POT,KEN JONES,PORT ANTONIO,JAMAICA,7,18.199,-76.534
LJPZ,POW,PORTOROZ,PORTOROZ,SLOVENIA,3,45.473,13.615
LFPT,POX,CORMEILLES EN VEXIN,PONTOISE,FRANCE,100,49.096,2.041
EPPO,POZ,LAWICA,POZNAN,POLAND,94,52.421,16.826
SBDN,PPB,PRESIDENTE PRUDENTE,PRESIDENT PRUDENTE,BRAZIL,451,-22.175,-51.424
MMPE,PPE,PUNTA PENASCO,PUNTA PENASCO,MEXICO,10,31.352,-113.526
NSTU,PPG,PAGO PAGO INTERNATIONAL,PAGO PAGO,SAMOA,10,-14.331,-170.71
SKPP,PPN,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,1734,2.454,-76.61
YBPN,PPP,PROSERPINE WHITSUNDAY COAST,PROSSERPINE,AUSTRALIA,25,-20.495,148.552
NZPP,PPQ,PARAPARAUMU,PARAPARAUMU,NEW ZEALAND,7,-40.905,174.989
RPVP,PPS,PUERTO PRINCESA,PUERTO PRINCESA,PHILIPPINES,22,9.742,118.759
KPQI,PQI,NORTHERN MAINE RGNL AT PRESQUE ISLE,PRESQUE ISLE,USA,163,46.689,-68.045
SAAP,PRA,GENERAL URQUIZA,PARANA,ARGENTINA,75,-31.795,-60.48
KPRC,PRC,ERNEST A LOVE FLD,PRESCOTT,USA,1538,34.654,-112.419
LKPR,PRG,RUZYNE,PRAGUE,CZECH REPUBLIC,381,50.101,14.26
VTCP,PRH,PHRAE,PHRAE,THAILAND,164,18.132,100.164
FSPP,PRI,PRASLIN,PRASLIN,SEYCHELLES,4,-4.319,55.691
LYPR,PRN,PRISTINA,PRISTINA,YUGOSLAVIA,546,42.573,21.036
LKPO,PRV,PREROV,PREROV,CZECH REPUBLIC,207,49.426,17.405
FAWB,PRY,WONDERBOOM,PRETORIA,SOUTH AFRICA,1249,-25.654,28.224
LIRP,PSA,PISA,PISA,ITALY,3,43.684,10.393
KPSC,PSC,Tri-Cities Airport,PASCO,USA,N/A,N/A,N/A
HEPS,PSD,PORT SAID,PORT SAID,EGYPT,3,31.279,32.24
TJPS,PSE,MERCEDITA,PONCE,PUERTO RICO,8,18.008,-66.563
PAPG,PSG,Petersburg James A. Johnson Airport,PETERSBURG,USA,N/A,N/A,N/A
OPPI,PSI,PASNI,PASNI,PAKISTAN,11,25.284,63.333
WAMP,PSJ,KASIGUNCU,POSO,INDONESIA,54,-1.417,120.657
KPSM,PSM,Portsmouth International Airport at Pease,PORTSMOUTH,USA,N/A,N/A,N/A
SKPS,PSO,ANTONIO NARINO,PASTO,COLOMBIA,1802,1.396,-77.291
KPSP,PSP,PALM SPRINGS INTERNATIONAL,PALM SPRINGS,USA,145,33.829,-116.507
LIBP,PSR,PESCARA,PESCARA,ITALY,15,42.431,14.181
SARP,PSS,POSADAS,POSADAS,ARGENTINA,131,-27.386,-55.971
KPSX,PSX,PALACIOS MUNI,PALACIOS,USA,5,28.727,-96.251
SLPS,PSZ,CAP DE AV SALVADOR OGAYA G,PUERTO SUAREZ,BOLIVIA,135,-18.975,-57.821
NFFO,PTF,N/A,MALOLO LAILAI,FIJI,0,0,0
FAPI,PTG,PIETERSBURG MUNI,PIETERSBURG,SOUTH AFRICA,1328,-23.926,29.484
TFFR,PTP,LE RAIZET,POINTE-A-PITRE,ANTILLES,11,16.265,-61.532
MPTO,PTY,TOCUMEN INTERNATIONAL,PANAMA CITY,PANAMA,42,9.071,-79.383
KPUB,PUB,PUEBLO MEM,PUEBLO MEMORIAL,USA,1441,38.289,-104.496
SAWD,PUD,PUERTO DESEADO,PUERTO DESEADO,ARGENTINA,82,-47.735,-65.904
LFBP,PUF,PAU PYRENEES,PAU,FRANCE,188,43.38,-0.419
MDPC,PUJ,PUNTA CANA INTERNATIONAL,PUNTA CANA,DOMINICAN REPUBLIC,13,18.567,-68.363
NTGQ,PUK,N/A,PUKARUA,FRENCH POLYNESIA,0,0,0
SCCI,PUQ,CARLOS IBANEZ DEL CAMPO INTERNATIONAL,PUNTA ARENAS,CHILE,43,-53.003,-70.855
RKPK,PUS,GIMHAE INTERNATIONAL,KIMHAE,KOREA,4,35.179,128.938
SKAS,PUU,TRES DE MAYO,PUERTO ASIS,COLOMBIA,248,0.505,-76.501
KPUW,PUW,Pullman–Moscow Regional Airport,"PULLMAN / MOSCOW, IDAHO",USA,N/A,N/A,N/A
LDPL,PUY,PULA,PULA,CROATIA,85,44.893,13.922
MNPC,PUZ,PUERTO CABEZAS,PUERTO CABEZAS,NICARAGUA,16,14.047,-83.387
SKPV,PVA,EL EMBRUJO,PROVIDENCIA,COLOMBIA,4,13.357,-81.358
KPVD,PVD,THEODORE FRANCIS GREEN STATE,PROVIDENCE,USA,17,41.724,-71.428
SBPV,PVH,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,BRAZIL,89,-8.709,-63.902
LGPZ,PVK,AKTIO,PREVEZA,GREECE,4,38.925,20.765
SEPV,PVO,REALES TAMARINDOS,PORTOVIEJO,ECUADOR,44,-1.041,-80.472
MMPR,PVR,LICENCIADO GUSTAVO DIAZ ORDAZ INTERNATIONAL,PUERTO VALLARTA,MEXICO,7,20.68,-105.254
UHMD,PVS,PROVIDENIYA BAY,PROVIDENIYA BAY,RUSSIA,22,64.38,-173.247
KPVU,PVU,Provo Municipal Airport,PROVO,USA,N/A,N/A,N/A
KPWM,PWM,PORTLAND INTERNATIONAL JETPORT,PORTLAND,USA,23,43.646,-70.309
UASP,PWQ,N/A,PAVLODAR,RUSSIA,0,0,0
MMPS,PXM,PUERTO ESCONDIDO,PUERTO ESCONDIDO,MEXICO,89,15.877,-97.089
LPPS,PXO,PORTO SANTO,PORTO SANTO,MADEIRA,104,33.073,-16.35
NCPY,PYE,N/A,PENRHYN ISLAND,COOK ISLANDS,0,0,0
SVPA,PYH,CASIQUE ARAMARE,PUERTO AYACUCHO,VENEZUELA,75,5.62,-67.606
LGAD,PYR,ANDRAVIDA,ANDRAVIDA,GREECE,17,37.921,21.293
